scope,seed,category,sample_id,path,label,generator,b2_probability,a1_probability,b2_prediction,a1_prediction
genimage_unseen,42,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_08_869_glide_00145.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_08_869_glide_00145.jpg,1,GLIDE,0.588186502456665,0.2520710825920105,1,0
genimage_unseen,42,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01742172_367.JPEG,data/raw/GenImage/GLIDE/train/nature/n01742172_367.JPEG,0,GLIDE,0.1653363853693008,0.6458926200866699,0,1
genimage_unseen,42,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01820546_4459.JPEG,data/raw/GenImage/GLIDE/train/nature/n01820546_4459.JPEG,0,GLIDE,0.2149713784456253,0.5444517731666565,0,1
genimage_unseen,42,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_002_glide_00060.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_002_glide_00060.jpg,1,GLIDE,0.9436501264572144,0.960936963558197,1,1
genimage_unseen,42,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_010_glide_00137.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_010_glide_00137.jpg,1,GLIDE,0.9692649245262146,0.9341643452644348,1,1
genimage_unseen,42,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_012_glide_00074.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_012_glide_00074.jpg,1,GLIDE,0.9191023111343384,0.9541016817092896,1,1
genimage_unseen,42,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_014_glide_00152.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_014_glide_00152.jpg,1,GLIDE,0.9957793951034546,0.9484225511550904,1,1
genimage_unseen,42,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_015_glide_00020.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_015_glide_00020.jpg,1,GLIDE,0.977481245994568,0.9842013716697692,1,1
genimage_unseen,43,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_019_glide_00095.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_019_glide_00095.jpg,1,GLIDE,0.357163518667221,0.3786103129386902,0,0
genimage_unseen,43,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_022_glide_00054.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_022_glide_00054.jpg,1,GLIDE,0.3056681454181671,0.3296349346637726,0,0
genimage_unseen,43,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00139.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00139.jpg,1,GLIDE,0.2198446691036224,0.1193245872855186,0,0
genimage_unseen,43,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_127_glide_00191.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_127_glide_00191.jpg,1,GLIDE,0.3359460532665252,0.4182067811489105,0,0
genimage_unseen,43,both_wrong,data/raw/GenImage/GLIDE/train/nature/ILSVRC2012_val_00011555.JPEG,data/raw/GenImage/GLIDE/train/nature/ILSVRC2012_val_00011555.JPEG,0,GLIDE,0.5505578517913818,0.8752986788749695,1,1
genimage_unseen,43,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00035.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00035.jpg,1,GLIDE,0.4962916374206543,0.5376917123794556,0,1
genimage_unseen,43,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00058.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00058.jpg,1,GLIDE,0.3818681240081787,0.745333731174469,0,1
genimage_unseen,43,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_089_glide_00191.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_089_glide_00191.jpg,1,GLIDE,0.4912323653697967,0.7528584599494934,0,1
genimage_unseen,43,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_115_glide_00107.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_115_glide_00107.jpg,1,GLIDE,0.4372954070568084,0.7739423513412476,0,1
genimage_unseen,43,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_03_312_glide_00011.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_03_312_glide_00011.jpg,1,GLIDE,0.4471070468425751,0.6281247138977051,0,1
genimage_unseen,43,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_08_869_glide_00145.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_08_869_glide_00145.jpg,1,GLIDE,0.6636761426925659,0.3569235801696777,1,0
genimage_unseen,43,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01742172_367.JPEG,data/raw/GenImage/GLIDE/train/nature/n01742172_367.JPEG,0,GLIDE,0.3186953663825989,0.6722021102905273,0,1
genimage_unseen,43,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01820546_4459.JPEG,data/raw/GenImage/GLIDE/train/nature/n01820546_4459.JPEG,0,GLIDE,0.1512328684329986,0.5200026035308838,0,1
genimage_unseen,43,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01843383_7838.JPEG,data/raw/GenImage/GLIDE/train/nature/n01843383_7838.JPEG,0,GLIDE,0.4356623888015747,0.598727822303772,0,1
genimage_unseen,43,b2_correct_a1_wrong,data/raw/GenImage/Midjourney/train/ai/110_midjourney_23.jpg,data/raw/GenImage/Midjourney/train/ai/110_midjourney_23.jpg,1,Midjourney,0.5200496315956116,0.1636535674333572,1,0
genimage_unseen,43,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_002_glide_00060.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_002_glide_00060.jpg,1,GLIDE,0.9513310790061952,0.9690649509429932,1,1
genimage_unseen,43,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_010_glide_00137.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_010_glide_00137.jpg,1,GLIDE,0.9415460824966432,0.9296550154685974,1,1
genimage_unseen,43,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_012_glide_00074.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_012_glide_00074.jpg,1,GLIDE,0.8586306571960449,0.9531119465827942,1,1
genimage_unseen,43,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_014_glide_00152.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_014_glide_00152.jpg,1,GLIDE,0.9929538369178772,0.9481304883956908,1,1
genimage_unseen,43,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_015_glide_00020.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_015_glide_00020.jpg,1,GLIDE,0.9718623757362366,0.9857662916183472,1,1
genimage_unseen,44,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_019_glide_00095.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_019_glide_00095.jpg,1,GLIDE,0.2126973867416381,0.2171219736337661,0,0
genimage_unseen,44,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_022_glide_00054.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_022_glide_00054.jpg,1,GLIDE,0.2214652597904205,0.2307192832231521,0,0
genimage_unseen,44,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00139.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00139.jpg,1,GLIDE,0.0595274195075035,0.1077122539281845,0,0
genimage_unseen,44,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_127_glide_00191.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_127_glide_00191.jpg,1,GLIDE,0.1864531487226486,0.300993263721466,0,0
genimage_unseen,44,both_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_03_339_glide_00196.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_03_339_glide_00196.jpg,1,GLIDE,0.3111436069011688,0.4653930962085724,0,0
genimage_unseen,44,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00035.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00035.jpg,1,GLIDE,0.2170899808406829,0.5600723624229431,0,1
genimage_unseen,44,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00058.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_068_glide_00058.jpg,1,GLIDE,0.1768445074558258,0.7210752964019775,0,1
genimage_unseen,44,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_089_glide_00191.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_089_glide_00191.jpg,1,GLIDE,0.334483653306961,0.6505091786384583,0,1
genimage_unseen,44,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_098_glide_00044.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_098_glide_00044.jpg,1,GLIDE,0.4656411409378052,0.7206063270568848,0,1
genimage_unseen,44,b2_wrong_a1_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_115_glide_00107.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_115_glide_00107.jpg,1,GLIDE,0.3322203159332275,0.7804730534553528,0,1
genimage_unseen,44,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_144_glide_00187.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_01_144_glide_00187.jpg,1,GLIDE,0.8951277136802673,0.4719983637332916,1,0
genimage_unseen,44,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_07_752_glide_00121.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_07_752_glide_00121.jpg,1,GLIDE,0.8819511532783508,0.3660449981689453,1,0
genimage_unseen,44,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_08_869_glide_00145.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_08_869_glide_00145.jpg,1,GLIDE,0.5078250169754028,0.2594351768493652,1,0
genimage_unseen,44,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01592084_5388.JPEG,data/raw/GenImage/GLIDE/train/nature/n01592084_5388.JPEG,0,GLIDE,0.4558234214782715,0.5060129165649414,0,1
genimage_unseen,44,b2_correct_a1_wrong,data/raw/GenImage/GLIDE/train/nature/n01742172_367.JPEG,data/raw/GenImage/GLIDE/train/nature/n01742172_367.JPEG,0,GLIDE,0.0839153602719307,0.6324154734611511,0,1
genimage_unseen,44,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_002_glide_00060.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_002_glide_00060.jpg,1,GLIDE,0.9655529260635376,0.9729503989219666,1,1
genimage_unseen,44,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_010_glide_00137.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_010_glide_00137.jpg,1,GLIDE,0.9304274320602416,0.8731628060340881,1,1
genimage_unseen,44,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_012_glide_00074.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_012_glide_00074.jpg,1,GLIDE,0.8318660259246826,0.9145063757896424,1,1
genimage_unseen,44,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_014_glide_00152.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_014_glide_00152.jpg,1,GLIDE,0.9966333508491516,0.9193448424339294,1,1
genimage_unseen,44,both_correct,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_015_glide_00020.jpg,data/raw/GenImage/GLIDE/train/ai/GLIDE_1000_200_00_015_glide_00020.jpg,1,GLIDE,0.9769867062568665,0.9733042120933532,1,1
defactify_full,42,both_wrong,defactify-0017903d236513c421ab6529,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/11189,1,Stable Diffusion XL,0.1929625868797302,0.0322377122938632,0,0
defactify_full,42,both_wrong,defactify-0017aa60b0bede871325488b,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/16019,1,Stable Diffusion 3,0.0067342510446906,0.0028825935442,0,0
defactify_full,42,both_wrong,defactify-001d5bc0449a24edb5ee0f53,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/1400,0,real,0.9646706581115724,0.8032436370849609,1,1
defactify_full,42,both_wrong,defactify-0023155614e4373c41cdda8e,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/40816,0,real,0.8872875571250916,0.6262072920799255,1,1
defactify_full,42,both_wrong,defactify-0029d99bbd1de267148b5b8c,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/5605,1,Stable Diffusion 3,0.2506014108657837,0.0642034783959388,0,0
defactify_full,42,b2_wrong_a1_correct,defactify-000528627c2e9e065e4aec24,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/31450,0,real,0.6547420620918274,0.446209192276001,1,0
defactify_full,42,b2_wrong_a1_correct,defactify-000939839e6dd6cb2f6eadd1,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/12809,1,Stable Diffusion 2.1,0.4952420592308044,0.504149317741394,0,1
defactify_full,42,b2_wrong_a1_correct,defactify-002adf374e8ed3ed999c9df1,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/3978,0,real,0.6803964376449585,0.3332485556602478,1,0
defactify_full,42,b2_wrong_a1_correct,defactify-00b1316c298c5bfaba3761af,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/23362,0,real,0.9659972190856934,0.362639844417572,1,0
defactify_full,42,b2_wrong_a1_correct,defactify-00ba0afb263983eef5b74998,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/14251,1,DALL-E 3,0.4976098239421844,0.8432695865631104,0,1
defactify_full,42,b2_correct_a1_wrong,defactify-00421de17f131150bda019f4,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/35206,1,Stable Diffusion 2.1,0.9686108827590942,0.3685909807682037,1,0
defactify_full,42,b2_correct_a1_wrong,defactify-0065ac707829e0aec787e3a0,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/9965,0,real,0.1499658674001693,0.544197678565979,0,1
defactify_full,42,b2_correct_a1_wrong,defactify-0070cc921d30f2ead71b8538,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/9794,1,Midjourney 6,0.8801089525222778,0.4371872842311859,1,0
defactify_full,42,b2_correct_a1_wrong,defactify-0072903aee727ff20f1533e4,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/43175,1,Stable Diffusion 2.1,0.8007951378822327,0.3114816546440124,1,0
defactify_full,42,b2_correct_a1_wrong,defactify-0079c9faa53b4b4072c2f882,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/14921,1,Stable Diffusion XL,0.795499324798584,0.3919414281845093,1,0
defactify_full,42,both_correct,defactify-000150a13b5b95db88251fdb,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/8791,1,Stable Diffusion 2.1,0.9938644766807556,0.715775728225708,1,1
defactify_full,42,both_correct,defactify-00038c81b72885b4153857e3,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/7395,1,Stable Diffusion 2.1,0.9869007468223572,0.8093270063400269,1,1
defactify_full,42,both_correct,defactify-000622c8fca8367b01d6b69a,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/1885,1,DALL-E 3,0.9992050528526306,0.999830722808838,1,1
defactify_full,42,both_correct,defactify-00063746c4ca6854f7bc0bab,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/12601,1,DALL-E 3,0.998938262462616,0.9972881078720092,1,1
defactify_full,42,both_correct,defactify-0006765a94e5f313139aefbd,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/14613,1,DALL-E 3,0.9933682084083556,0.9868080019950868,1,1
defactify_full,43,both_wrong,defactify-000528627c2e9e065e4aec24,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/31450,0,real,0.6453119516372681,0.5169168710708618,1,1
defactify_full,43,both_wrong,defactify-0017903d236513c421ab6529,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/11189,1,Stable Diffusion XL,0.2329263091087341,0.0469365864992141,0,0
defactify_full,43,both_wrong,defactify-0017aa60b0bede871325488b,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/16019,1,Stable Diffusion 3,0.0080896811559796,0.0037270444445312,0,0
defactify_full,43,both_wrong,defactify-001d5bc0449a24edb5ee0f53,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/1400,0,real,0.9519217014312744,0.8775155544281006,1,1
defactify_full,43,both_wrong,defactify-0023155614e4373c41cdda8e,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/40816,0,real,0.914994180202484,0.715141236782074,1,1
defactify_full,43,b2_wrong_a1_correct,defactify-000939839e6dd6cb2f6eadd1,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/12809,1,Stable Diffusion 2.1,0.4920921325683594,0.5303282141685486,0,1
defactify_full,43,b2_wrong_a1_correct,defactify-002adf374e8ed3ed999c9df1,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/3978,0,real,0.7439008951187134,0.4707465767860412,1,0
defactify_full,43,b2_wrong_a1_correct,defactify-0107d2e0535f0cbe02379ddb,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/13840,0,real,0.624391496181488,0.3517607152462005,1,0
defactify_full,43,b2_wrong_a1_correct,defactify-012159040f1d6fca2162ca3f,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/9546,1,Stable Diffusion 3,0.1678178757429123,0.7369797825813293,0,1
defactify_full,43,b2_wrong_a1_correct,defactify-012ec9560c78f789d593d2ae,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/17437,1,Stable Diffusion XL,0.3584825694561004,0.53985595703125,0,1
defactify_full,43,b2_correct_a1_wrong,defactify-00421de17f131150bda019f4,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/35206,1,Stable Diffusion 2.1,0.977589786052704,0.4110233187675476,1,0
defactify_full,43,b2_correct_a1_wrong,defactify-0065ac707829e0aec787e3a0,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/9965,0,real,0.1837511956691742,0.5911573767662048,0,1
defactify_full,43,b2_correct_a1_wrong,defactify-0072903aee727ff20f1533e4,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/43175,1,Stable Diffusion 2.1,0.8511377573013306,0.392151266336441,1,0
defactify_full,43,b2_correct_a1_wrong,defactify-007f29748009d3267462ab71,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/35076,1,Stable Diffusion XL,0.5592766404151917,0.3670355081558227,1,0
defactify_full,43,b2_correct_a1_wrong,defactify-009bee38a62896fe12206716,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/14798,1,Midjourney 6,0.8347707390785217,0.3156889975070953,1,0
defactify_full,43,both_correct,defactify-000150a13b5b95db88251fdb,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/8791,1,Stable Diffusion 2.1,0.9892780780792236,0.8159514665603638,1,1
defactify_full,43,both_correct,defactify-00038c81b72885b4153857e3,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/7395,1,Stable Diffusion 2.1,0.9861970543861388,0.8791041374206543,1,1
defactify_full,43,both_correct,defactify-000622c8fca8367b01d6b69a,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/1885,1,DALL-E 3,0.9985431432724,0.999766767024994,1,1
defactify_full,43,both_correct,defactify-00063746c4ca6854f7bc0bab,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/12601,1,DALL-E 3,0.9981991648674012,0.9978384375572203,1,1
defactify_full,43,both_correct,defactify-0006765a94e5f313139aefbd,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/14613,1,DALL-E 3,0.9911701679229736,0.990673840045929,1,1
defactify_full,44,both_wrong,defactify-000939839e6dd6cb2f6eadd1,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/12809,1,Stable Diffusion 2.1,0.4062720537185669,0.3895886540412903,0,0
defactify_full,44,both_wrong,defactify-0017903d236513c421ab6529,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/11189,1,Stable Diffusion XL,0.0892334282398223,0.0302387401461601,0,0
defactify_full,44,both_wrong,defactify-0017aa60b0bede871325488b,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/16019,1,Stable Diffusion 3,0.0040944889187812,0.0029567722231149,0,0
defactify_full,44,both_wrong,defactify-001d5bc0449a24edb5ee0f53,hf://Rajarshi-Roy-research/Defactify_Image_Dataset@787334f7857fa54f29027a7f09c30e895ad486ef/test/1400,0,real,0.983005940914154,0.8288918733596802,1,1
